"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessName","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"conhost","27","107","2203409793024","7348224","1388544","8416","C:\WINDOWS\system32\conhost.exe","\\?\C:\WINDOWS\system32\conhost.exe --headless --width 206 --height 20 --signal 0x448 --server 0x44c","System.Diagnostics.Process (Code)","Microsoft Corporation","0.625","10.0.22000.184 (WinBuild.160101.0800)","10.0.22000.184","Console Window Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","10752","8",,"False","02/04/2022 06:54:26",,"26488",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","8416","8416","1388544","1388544","118584","118584","1396736","1396736","7507968","7507968","2203410317312","92094464","True","Normal","1388544","1388544","conhost","4095","27",,"System.Diagnostics.ProcessThreadCollection","107","2203409793024","91570176","False",,,,"7348224","7348224",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00.4218750","00:00:00.6250000","00:00:00.2031250","0","","True",,
"conhost","27","104","2203409268736","7147520","1339392","8280","C:\WINDOWS\system32\conhost.exe","\\?\C:\WINDOWS\system32\conhost.exe --headless --width 206 --height 20 --signal 0x2fc --server 0x2f4","System.Diagnostics.Process (Code)","Microsoft Corporation","0.03125","10.0.22000.184 (WinBuild.160101.0800)","10.0.22000.184","Console Window Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4544","8",,"False","02/04/2022 06:53:13",,"27836",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","8280","8280","1339392","1339392","108856","108856","1396736","1396736","7479296","7479296","2203410317312","92094464","True","Normal","1339392","1339392","conhost","4095","27",,"System.Diagnostics.ProcessThreadCollection","104","2203409268736","91045888","False",,,,"7147520","7147520",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00.0156250","00:00:00.0312500","00:00:00.0156250","0","","True",,
"crashpad_handler","27","109","4392075264","6414336","1343488","8696","C:\Program Files\Google\Drive File Stream\55.0.3.0\crashpad_handler.exe","""C:\Program Files\Google\Drive File Stream\55.0.3.0\crashpad_handler.exe"" --database=C:\Users\nasa_unicodata\AppData\Local\Google\DriveFS\Crashpad --url=https://clients2.google.com/cr/report --annotation=application=Explorer.EXE --annotation=prod=DriveFS --annotation=ver=55.0.3.0 --initial-client-data=0x2650,0x264c,0x2648,0x2654,0x266c,0x7ffa6ebb6a10,0x7ffa6ebb6a20,0x7ffa6ebb6a30","System.Diagnostics.Process (explorer)",,"0.015625",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8120","8",,"False","02/04/2022 06:52:33",,"13912",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","8696","8696","1343488","1343488","153816","153816","1433600","1433600","6877184","6877184","4393123840","98156544","True","Normal","1343488","1343488","crashpad_handler","4095","27",,"System.Diagnostics.ProcessThreadCollection","109","4392075264","97107968","False",,,,"6414336","6414336",,"System.Diagnostics.ProcessModule (crashpad_handler.exe)","00:00:00","00:00:00.0156250","00:00:00.0156250","0","","True",,
"csrss","0","901","2203417141248","5431296","2150400","30648",,,,,,,,,,"Process",,,"13",,,,,"992",".",,,,"30648","30648","2150400","2150400","302968","302968","2420736","2420736","5791744","5791744","2203422167040","103944192",,,"2150400","2150400","csrss",,"0",,"System.Diagnostics.ProcessThreadCollection","901","2203417141248","98918400","False",,,,"5431296","5431296",,,,,,"0","","True",,
"csrss","27","866","2203452350464","8876032","4431872","35608",,,,,,,,,,"Process",,,"13",,,,,"5764",".",,,,"35608","35608","4431872","4431872","310968","310968","4599808","4599808","60678144","60678144","2203503730688","185507840",,,"4431872","4431872","csrss",,"27",,"System.Diagnostics.ProcessThreadCollection","866","2203452350464","134127616","False",,,,"8876032","8876032",,,,,,"0","","True",,
"ctfmon","27","440","2203451072512","17002496","3768320","17448",,,,,"3.578125",,,,,"Process",,,"13",,"False","02/04/2022 06:52:36",,"7396",".",,,,"17448","17448","3768320","3768320","178904","178904","3813376","3813376","17567744","17567744","2203454545920","136323072",,,"3768320","3768320","ctfmon",,"27",,"System.Diagnostics.ProcessThreadCollection","440","2203451072512","132849664","False",,,,"17002496","17002496",,,"00:00:02.0468750","00:00:03.5781250","00:00:01.5312500","0","","True",,
"dasHost","0","100","2203376926720","4120576","1118208","6656",,,,,,,,,,"Process",,,"8",,,,,"3548",".",,,,"6656","6656","1118208","1118208","46136","46136","1335296","1335296","5378048","5378048","2203380072448","61849600",,,"1118208","1118208","dasHost",,"0",,"System.Diagnostics.ProcessThreadCollection","100","2203376926720","58703872","False",,,,"4120576","4120576",,,,,,"0","","True",,
"dasHost","0","87","2203374059520","4730880","1118208","6112",,,,,,,,,,"Process",,,"8",,,,,"16464",".",,,,"6112","6112","1118208","1118208","39576","39576","1187840","1187840","5484544","5484544","2203376680960","58458112",,,"1118208","1118208","dasHost",,"0",,"System.Diagnostics.ProcessThreadCollection","87","2203374059520","55836672","False",,,,"4730880","4730880",,,,,,"0","","True",,
"DiagsCap","0","187","4383723520","7995392","2842624","11952",,,,,,,,,,"Process",,,"8",,,,,"3412",".",,,,"11952","11952","2842624","2842624","111456","111456","2994176","2994176","10522624","10522624","4390014976","95047680",,,"2842624","2842624","DiagsCap",,"0",,"System.Diagnostics.ProcessThreadCollection","187","4383723520","88756224","False",,,,"7995392","7995392",,,,,,"0","","True",,
"dllhost","0","205","2203554443264","10354688","3649536","17944",,,,,,,,,,"Process",,,"8",,,,,"12580",".",,,,"17944","17944","3649536","3649536","120520","120520","3911680","3911680","12222464","12222464","2203560550400","242327552",,,"3649536","3649536","dllhost",,"0",,"System.Diagnostics.ProcessThreadCollection","205","2203554443264","236220416","False",,,,"10354688","10354688",,,,,,"0","","True",,
"dllhost","27","125","2203408736256","7995392","1515520","8560","C:\WINDOWS\system32\DllHost.exe","C:\WINDOWS\system32\DllHost.exe /Processid:{AB8902B4-09CA-4BB6-B78D-A8F59079A8D5}",,"Microsoft Corporation","0.015625","10.0.22000.1 (WinBuild.160101.0800)","10.0.22000.1","COM Surrogate","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7972","8",,"False","02/04/2022 07:37:34",,"21900",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","8560","8560","1515520","1515520","104040","104040","1736704","1736704","8032256","8032256","2203412938752","94715904","True","Normal","1515520","1515520","dllhost","4095","27",,"System.Diagnostics.ProcessThreadCollection","125","2203408736256","90513408","False",,,,"7995392","7995392",,"System.Diagnostics.ProcessModule (DllHost.exe)","00:00:00.0156250","00:00:00.0156250","00:00:00","0","","True",,
"dllhost","27","262","2203581808640","14442496","6782976","26512","C:\WINDOWS\system32\DllHost.exe","C:\WINDOWS\system32\DllHost.exe /Processid:{973D20D7-562D-44B9-B70B-5A0F49CCDF3F}",,"Microsoft Corporation","0.15625","10.0.22000.1 (WinBuild.160101.0800)","10.0.22000.1","COM Surrogate","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4428","8",,"False","02/04/2022 06:52:32",,"22540",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","26512","26512","6782976","6782976","166784","166784","8167424","8167424","17190912","17190912","2203592806400","274583552","True","Normal","6782976","6782976","dllhost","4095","27",,"System.Diagnostics.ProcessThreadCollection","262","2203581808640","263585792","False",,,,"14442496","14442496",,"System.Diagnostics.ProcessModule (DllHost.exe)","00:00:00.0937500","00:00:00.1562500","00:00:00.0625000","0","","True",,
"dptf_helper","27","92","2203408736256","6209536","1458176","7880","C:\WINDOWS\System32\DriverStore\FileRepository\dptf_cpu.inf_amd64_82b77f8c4618e2d0\dptf_helper.exe","""C:\WINDOWS\System32\DriverStore\FileRepository\dptf_cpu.inf_amd64_82b77f8c4618e2d0\dptf_helper.exe""",,"Intel Corporation","0.015625","8.7.10200.12510","8.7.10200.12510","Intel(R) Dynamic Tuning Utility Application","Intel(R) Dynamic Tuning Utility Application","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8620","8",,"False","02/04/2022 06:52:30",,"24296",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","7880","7880","1458176","1458176","106120","106120","1490944","1490944","6823936","6823936","2203412168704","93945856","True","Normal","1458176","1458176","dptf_helper","4095","27",,"System.Diagnostics.ProcessThreadCollection","92","2203408736256","90513408","False",,,,"6209536","6209536",,"System.Diagnostics.ProcessModule (dptf_helper.exe)","00:00:00.0156250","00:00:00.0156250","00:00:00","0","","True",,
"dwm","27","1515","2203980427264","141754368","185614336","105200",,,,,,,,,,"Process",,,"13",,,,,"13744",".",,,,"105200","105200","185614336","185614336","1111248","1111248","230621184","230621184","306712576","306712576","2204077260800","759037952",,,"185614336","185614336","dwm",,"27",,"System.Diagnostics.ProcessThreadCollection","1515","2203980427264","662204416","False",,,,"141754368","141754368",,,,,,"0","","True",,
"esif_uf","0","123","2203390095360","6057984","2129920","7944",,,,,,,,,,"Process",,,"13",,,,,"6972",".",,,,"7944","7944","2129920","2129920","71728","71728","2301952","2301952","7168000","7168000","2203396874240","78651392",,,"2129920","2129920","esif_uf",,"0",,"System.Diagnostics.ProcessThreadCollection","123","2203390095360","71872512","False",,,,"6057984","6057984",,,,,,"0","","True",,
"explorer","27","2940","2204181192704","175448064","116858880","110088","C:\WINDOWS\Explorer.EXE","C:\WINDOWS\Explorer.EXE","System.Diagnostics.Process","Microsoft Corporation","42.5625","10.0.22000.184 (WinBuild.160101.0800)","10.0.22000.184","Windows Explorer","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5592","8",,"False","02/04/2022 06:52:30",,"14288",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","110088","110088","116858880","116858880","6000640","6000640","442155008","442155008","570187776","570187776","2204959092736","1640869888","True","Normal","116858880","116858880","explorer","4095","27",,"System.Diagnostics.ProcessThreadCollection","2940","2204181192704","862969856","False",,,,"175448064","175448064",,"System.Diagnostics.ProcessModule (Explorer.EXE)","00:00:17.0312500","00:00:42.5625000","00:00:25.5312500","131306","","True",,
"FMService64","0","208","4373528576","6774784","2084864","9984",,,,,,,,,,"Process",,,"8",,,,,"6184",".",,,,"9984","9984","2084864","2084864","82504","82504","2211840","2211840","8130560","8130560","4380463104","85495808",,,"2084864","2084864","FMService64",,"0",,"System.Diagnostics.ProcessThreadCollection","208","4373528576","78561280","False",,,,"6774784","6774784",,,,,,"0","","True",,
"fontdrvhost","0","33","2203395477504","4861952","2502656","6792",,,,,,,,,,"Process",,,"8",,,,,"1248",".",,,,"6792","6792","2502656","2502656","51248","51248","2502656","2502656","5189632","5189632","2203395477504","77254656",,,"2502656","2502656","fontdrvhost",,"0",,"System.Diagnostics.ProcessThreadCollection","33","2203395477504","77254656","False",,,,"4861952","4861952",,,,,,"0","","True",,
"fontdrvhost","27","39","2203562287104","14209024","6500352","13456",,,,,,,,,,"Process",,,"8",,,,,"31056",".",,,,"13456","13456","6500352","6500352","348536","348536","10854400","10854400","21852160","21852160","2203647123456","328900608",,,"6500352","6500352","fontdrvhost",,"27",,"System.Diagnostics.ProcessThreadCollection","39","2203562287104","244064256","False",,,,"14209024","14209024",,,,,,"0","","True",,
"Greenshot","27","620","5013528576","49803264","36839424","35560","C:\Users\nasa_unicodata\AppData\Local\Greenshot\Greenshot.exe","""C:\Users\nasa_unicodata\AppData\Local\Greenshot\Greenshot.exe"" ","System.Diagnostics.Process (explorer)","Greenshot","0.640625","1.2.10.6","1.2.10.6-RELEASE-c2414cf0149a1475ea00520effc01b40087c225c","Greenshot","Greenshot","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3672","8",,"False","02/04/2022 06:52:49",,"31540",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","35560","35560","36839424","36839424","517104","517104","36876288","36876288","64036864","64036864","5058523136","763555840","True","Normal","36839424","36839424","Greenshot","4095","27",,"System.Diagnostics.ProcessThreadCollection","620","5013528576","718561280","False",,,,"49803264","49803264",,"System.Diagnostics.ProcessModule (Greenshot.exe)","00:00:00.1406250","00:00:00.6406250","00:00:00.5000000","0","","True",,
"HotKeyServiceUWP","0","66709","2203480150016","15798272","18292736","20208",,,,,,,,,,"Process",,,"8",,,,,"6172",".",,,,"20208","20208","18292736","18292736","1274944","1274944","18558976","18558976","23334912","23334912","2203490635776","172412928",,,"18292736","18292736","HotKeyServiceUWP",,"0",,"System.Diagnostics.ProcessThreadCollection","66709","2203480150016","161927168","False",,,,"15798272","15798272",,,,,,"0","","True",,
"HP.JumpStarts","27","668","39558098944","43356160","30216192","47400","C:\Program Files\WindowsApps\AD2F1837.HPJumpStarts_1.10.1627.0_x64__v10z8vjag6ke6\HP.JumpStarts.exe","""C:\Program Files\WindowsApps\AD2F1837.HPJumpStarts_1.10.1627.0_x64__v10z8vjag6ke6\HP.JumpStarts.exe"" -ServerName:App.AppXs371kr81pk5v2v7a8y07rn2ppv4jsbwp.mca",,"HP Inc.","3.125","1.4.1000.0","1.4.1000.0","HP.JumpStarts","HP.JumpStarts","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","10196","8",,"False","02/04/2022 06:53:32",,"30072",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","47400","47400","30216192","30216192","716656","716656","30896128","30896128","89804800","89804800","39563341824","908636160","True","Normal","30216192","30216192","HP.JumpStarts","4095","27",,"System.Diagnostics.ProcessThreadCollection","668","39558098944","903393280","False",,,,"43356160","43356160",,"System.Diagnostics.ProcessModule (HP.JumpStarts.exe)","00:00:01.0468750","00:00:03.1250000","00:00:02.0781250","0","","True",,
"hpqwmiex","0","282","64806912","11755520","2629632","14128",,,,,,,,,,"Process",,,"8",,,,,"7596",".",,,,"14128","14128","2629632","2629632","131336","131336","2805760","2805760","12521472","12521472","69832704","69832704",,,"2629632","2629632","hpqwmiex",,"0",,"System.Diagnostics.ProcessThreadCollection","282","64806912","64806912","False",,,,"11755520","11755520",,,,,,"0","","True",,
"ibtsiva","0","87","2203379150848","4845568","1507328","6176",,,,,,,,,,"Process",,,"8",,,,,"6148",".",,,,"6176","6176","1507328","1507328","49136","49136","1642496","1642496","5656576","5656576","2203385442304","67219456",,,"1507328","1507328","ibtsiva",,"0",,"System.Diagnostics.ProcessThreadCollection","87","2203379150848","60928000","False",,,,"4845568","4845568",,,,,,"0","","True",,
"Idle","0","0","8192","8192","61440","272",,,,,,,,,,"Process",,,"0",,,,,"0",".",,,,"272","272","61440","61440","0","0","61440","61440","8192","8192","8192","8192",,,"61440","61440","Idle",,"0",,"System.Diagnostics.ProcessThreadCollection","0","8192","8192","False",,,,"8192","8192",,,,,,"0","","True",,
"igfxCUIService","0","180","2203402846208","7815168","2256896","10936",,,,,,,,,,"Process",,,"8",,,,,"3112",".",,,,"10936","10936","2256896","2256896","96744","96744","2457600","2457600","10178560","10178560","2203411353600","93130752",,,"2256896","2256896","igfxCUIService",,"0",,"System.Diagnostics.ProcessThreadCollection","180","2203402846208","84623360","False",,,,"7815168","7815168",,,,,,"0","","True",,
"igfxEM","27","314","2203451351040","13422592","3538944","14944","C:\WINDOWS\System32\DriverStore\FileRepository\cui_dch.inf_amd64_baf36d4852e8e257\igfxEM.exe","""C:\WINDOWS\System32\DriverStore\FileRepository\cui_dch.inf_amd64_baf36d4852e8e257\igfxEM.exe""",,"Intel Corporation","0.359375","6.15.100.9864","6.15.100.9864","igfxEM Module","Intel(R) Common User Interface","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4636","8",,"False","02/04/2022 06:52:30",,"19280",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","14944","14944","3538944","3538944","191016","191016","3997696","3997696","15429632","15429632","2203458695168","140472320","True","Normal","3538944","3538944","igfxEM","4095","27",,"System.Diagnostics.ProcessThreadCollection","314","2203451351040","133128192","False",,,,"13422592","13422592",,"System.Diagnostics.ProcessModule (igfxEM.exe)","00:00:00.2812500","00:00:00.3593750","00:00:00.0781250","0","","True",,
"IntelCpHDCPSvc","0","150","2203397910528","6156288","1630208","9032",,,,,,,,,,"Process",,,"8",,,,,"2228",".",,,,"9032","9032","1630208","1630208","92400","92400","1781760","1781760","8187904","8187904","2203405312000","87089152",,,"1630208","1630208","IntelCpHDCPSvc",,"0",,"System.Diagnostics.ProcessThreadCollection","150","2203397910528","79687680","False",,,,"6156288","6156288",,,,,,"0","","True",,
"IntelCpHeciSvc","0","140","2203391516672","5922816","1716224","8216",,,,,,,,,,"Process",,,"8",,,,,"2728",".",,,,"8216","8216","1716224","1716224","73992","73992","1814528","1814528","7794688","7794688","2203398856704","80633856",,,"1716224","1716224","IntelCpHeciSvc",,"0",,"System.Diagnostics.ProcessThreadCollection","140","2203391516672","73293824","False",,,,"5922816","5922816",,,,,,"0","","True",,
"jhi_service","0","139","2203398033408","7319552","1359872","9176",,,,,,,,,,"Process",,,"8",,,,,"7300",".",,,,"9176","9176","1359872","1359872","89168","89168","1503232","1503232","8044544","8044544","2203402227712","84004864",,,"1359872","1359872","jhi_service",,"0",,"System.Diagnostics.ProcessThreadCollection","139","2203398033408","79810560","False",,,,"7319552","7319552",,,,,,"0","","True",,
"Kindle","27","1065","1040379904","399847424","340746240","135912","C:\Users\nasa_unicodata\AppData\Local\Amazon\Kindle\application\Kindle.exe","""C:\Users\nasa_unicodata\AppData\Local\Amazon\Kindle\application\Kindle.exe"" ","System.Diagnostics.Process (explorer)","Amazon.com","63.28125","","","Kindle","Kindle","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","10212","8",,"False","02/04/2022 06:53:02",,"12060",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","135912","135912","340746240","340746240","1236112","1236112","342949888","342949888","403603456","403603456","1050537984","1050537984","True","Normal","340746240","340746240","Kindle","4095","27",,"System.Diagnostics.ProcessThreadCollection","1065","1040379904","1040379904","False",,,,"399847424","399847424",,"System.Diagnostics.ProcessModule (Kindle.exe)","00:00:23.8125000","00:01:03.2812500","00:00:39.4687500","197500","Nathanael's Kindle for PC 2 - Learn Windows PowerShell in a Month of Lunches","True",,
"LanWlanWwanSwitchingServiceUWP","0","251","2203426779136","11132928","3772416","14512",,,,,,,,,,"Process",,,"8",,,,,"7192",".",,,,"14512","14512","3772416","3772416","147616","147616","4108288","4108288","14155776","14155776","2203439362048","121139200",,,"3772416","3772416","LanWlanWwanSwitchingServiceUWP",,"0",,"System.Diagnostics.ProcessThreadCollection","251","2203426779136","108556288","False",,,,"11132928","11132928",,,,,,"0","","True",,
"LMS","0","255","83894272","10870784","3997696","12616",,,,,,,,,,"Process",,,"8",,,,,"24052",".",,,,"12616","12616","3997696","3997696","104224","104224","4239360","4239360","12197888","12197888","90398720","90398720",,,"3997696","3997696","LMS",,"0",,"System.Diagnostics.ProcessThreadCollection","255","83894272","83894272","False",,,,"10870784","10870784",,,,,,"0","","True",,
"LsaIso","0","54","2203371794432","3469312","3047424","34672",,,,,,,,,,"Process",,,"8",,,,,"1092",".",,,,"34672","34672","3047424","3047424","28424","28424","3350528","3350528","3833856","3833856","2203373891584","55668736",,,"3047424","3047424","LsaIso",,"0",,"System.Diagnostics.ProcessThreadCollection","54","2203371794432","53571584","False",,,,"3469312","3469312",,,,,,"0","","True",,
"lsass","0","2118","2203476750336","31412224","15450112","34328",,,,,,,,,,"Process",,,"9",,,,,"1100",".",,,,"34328","34328","15450112","15450112","291320","291320","17141760","17141760","35815424","35815424","2203487612928","169390080",,,"15450112","15450112","lsass",,"0",,"System.Diagnostics.ProcessThreadCollection","2118","2203476750336","158527488","False",,,,"31412224","31412224",,,,,,"0","","True",,
"Memory Compression","0","0","1151467520","708947968","4620288","0",,,,,,,,,,"Process",,,"8",,,,,"5260",".",,,,"0","0","4620288","4620288","4224","4224","7094272","7094272","2435145728","-1859821568","3588751360","-706215936",,,"4620288","4620288","Memory Compression",,"0",,"System.Diagnostics.ProcessThreadCollection","0","1151467520","1151467520","False",,,,"708947968","708947968",,,,,,"0","","True",,
"Microsoft.Management.Services.IntuneWindowsAgent","0","2044","334737408","49737728","81117184","54048",,,,,,,,,,"Process",,,"8",,,,,"16760",".",,,,"54048","54048","81117184","81117184","506048","506048","186818560","186818560","179593216","179593216","433606656","433606656",,,"81117184","81117184","Microsoft.Management.Services.IntuneWindowsAgent",,"0",,"System.Diagnostics.ProcessThreadCollection","2044","334737408","334737408","False",,,,"49737728","49737728",,,,,,"0","","True",,
"msedge","27","158","2237834805248","7815168","1990656","9784","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=crashpad-handler ""--user-data-dir=C:\Users\nasa_unicodata\AppData\Local\Microsoft\Edge\User Data"" /prefetch:7 --monitor-self-annotation=ptype=crashpad-handler ""--database=C:\Users\nasa_unicodata\AppData\Local\Microsoft\Edge\User Data\Crashpad"" --annotation=IsOfficialBuild=1 --annotation=channel= --annotation=chromium-version=99.0.4844.74 ""--annotation=exe=C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --annotation=plat=Win64 ""--annotation=prod=Microsoft Edge"" --annotation=ver=99.0.1150.55 --initial-client-data=0xf4,0xf8,0xfc,0xd0,0x100,0x7ffa3fe9c830,0x7ffa3fe9c840,0x7ffa3fe9c850","System.Diagnostics.Process (msedge)","Microsoft Corporation","0.015625","99.0.1150.55","99.0.1150.55","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","10464","8",,"False","02/04/2022 07:06:56",,"4408",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","9784","9784","1990656","1990656","120304","120304","2125824","2125824","8474624","8474624","2237868359680","190398464","True","Normal","1990656","1990656","msedge","4095","27",,"System.Diagnostics.ProcessThreadCollection","158","2237834805248","156844032","False",,,,"7815168","7815168",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00","00:00:00.0156250","00:00:00.0156250","0","","True",,
"msedge","27","301","2255310442496","33701888","11370496","20800","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --mojo-platform-channel-handle=2192 --field-trial-handle=2056,i,17021626187329484426,1658508664698481291,131072 /prefetch:3","System.Diagnostics.Process (msedge)","Microsoft Corporation","0.46875","99.0.1150.55","99.0.1150.55","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","9084","8",,"False","02/04/2022 07:06:56",,"9212",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","20800","20800","11370496","11370496","634864","634864","11870208","11870208","36057088","36057088","2255360774144","502943744","True","Normal","11370496","11370496","msedge","4095","27",,"System.Diagnostics.ProcessThreadCollection","301","2255310442496","452612096","False",,,,"33701888","33701888",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.2656250","00:00:00.4687500","00:00:00.2031250","0","","True",,
"msedge","27","185","2255238115328","17846272","7565312","12912","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=entity_extraction_service.mojom.Extractor --lang=en-US --service-sandbox-type=entity_extraction --mojo-platform-channel-handle=5844 --field-trial-handle=2056,i,17021626187329484426,1658508664698481291,131072 /prefetch:8","System.Diagnostics.Process (msedge)","Microsoft Corporation","0.046875","99.0.1150.55","99.0.1150.55","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4216","8",,"False","02/04/2022 07:07:00",,"20784",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","12912","12912","7565312","7565312","578104","578104","8581120","8581120","20566016","20566016","2255246503936","388673536","True","Normal","7565312","7565312","msedge","4095","27",,"System.Diagnostics.ProcessThreadCollection","185","2255238115328","380284928","False",,,,"17846272","17846272",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.0468750","00:00:00.0468750","00:00:00","0","","True",,
"msedge","27","661","2255775043584","70717440","73707520","27864","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=gpu-process --gpu-preferences=UAAAAAAAAADgAAAYAAAAAAAAAAAAAAAAAABgAAAAAAAwAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEgAAAAAAAAASAAAAAAAAAAYAAAAAgAAABAAAAAAAAAAGAAAAAAAAAAQAAAAAAAAAAAAAAAOAAAAEAAAAAAAAAABAAAADgAAAAgAAAAAAAAACAAAAAAAAAA= --mojo-platform-channel-handle=2044 --field-trial-handle=2056,i,17021626187329484426,1658508664698481291,131072 /prefetch:2","System.Diagnostics.Process (msedge)","Microsoft Corporation","2.578125","99.0.1150.55","99.0.1150.55","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","10140","10",,"False","02/04/2022 07:06:56",,"21320",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","27864","27864","73707520","73707520","1075256","1075256","245608448","245608448","276992000","276992000","2255926906880","1069076480","True","AboveNormal","73707520","73707520","msedge","4095","27",,"System.Diagnostics.ProcessThreadCollection","661","2255775043584","917213184","False",,,,"70717440","70717440",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:01.1875000","00:00:02.5781250","00:00:01.3906250","0","","True",,
"msedge","27","234","2263906070528","26411008","13021184","14880","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --disable-client-side-phishing-detection --display-capture-permissions-policy-allowed --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=6 --launch-time-ticks=856603592014 --mojo-platform-channel-handle=3716 --field-trial-handle=2056,i,17021626187329484426,1658508664698481291,131072 /prefetch:1","System.Diagnostics.Process (msedge)","Microsoft Corporation","0.09375","99.0.1150.55","99.0.1150.55","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3412","4",,"False","02/04/2022 07:06:56",,"25188",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","14880","14880","13021184","13021184","574088","574088","13094912","13094912","30597120","30597120","2268140093440","397361152","True","Idle","13021184","13021184","msedge","4095","27",,"System.Diagnostics.ProcessThreadCollection","234","2263906070528","458305536","False",,,,"26411008","26411008",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.0625000","00:00:00.0937500","00:00:00.0312500","0","","True",,
